website|website|assets|1|DELETE,INSERT,REFERENCES,SELECT,TRIGGER,TRUNCATE,UPDATE
website|website|bachelorprojekt|9|DELETE,INSERT,SELECT,UPDATE
website|website|bugs|1|DELETE,INSERT,REFERENCES,SELECT,TRIGGER,TRUNCATE,UPDATE
website|website|coaching|12|DELETE,INSERT,SELECT,UPDATE
website|website|knowledge|3|DELETE,INSERT,SELECT,UPDATE
website|website|platform|2|DELETE,INSERT,REFERENCES,SELECT,TRIGGER,TRUNCATE,UPDATE
website|website|public|73|DELETE,INSERT,REFERENCES,SELECT,TRIGGER,TRUNCATE,UPDATE
website|website|tickets|11|DELETE,INSERT,REFERENCES,SELECT,TRIGGER,TRUNCATE,UPDATE
